,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name,label,pred
21,0.37021200687714195,0.08999999999999998,0.16266894931011394,0.016666666666666666,0.13839558235486699,0.19666666666666666,0.09208338488188048,0.2233333333333333,0.09142798879566062,0.30333333333333334,0.08427150767110035,0.41,0.03877444683902135,0.48333333333333334,0.028791927275695302,0.5833333333333333,0.02713177951931495,0.37666666666666665,0.01982699753367534,0.6833333333333332,Link_Error_0_range10-flw0-rtt,L,L
22,0.15925570557854304,0.3314608251975046,0.1318992820745858,0.20423343774795738,0.08129000562135089,0.15736018974022944,0.08060951045623675,0.5256499955152345,0.06583972580251403,0.3783340732052325,0.04303824137588669,0.438599677786597,0.042882428127812754,0.6127003132438721,0.03861975235042353,1.1283060413288795,0.03662770112171806,0.5725232435229625,0.03294280383659447,0.7734085921275107,Link_Error_0_range10-flw1-rtt,L,L
23,0.4283476971218321,0.06381453105908644,0.12162709077043678,0.1914435931772593,0.11714460737912007,0.010075978588276805,0.040482254112830955,0.3660938887073906,0.03745687479235312,0.5205922270609683,0.024298689457853306,0.31235533623658096,0.017126122375121868,0.7153944797676531,0.015956082607939733,0.23846482658921772,0.014143704002896955,0.44670171741360504,0.011299087056439016,0.8027196275327189,Link_Error_0_range10-flw2-rtt,L,L
3,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,0.10776653831974621,0.22999999999999998,0.0869156199611527,0.41,0.06775229714377023,0.30333333333333334,0.06744453884824334,0.08999999999999998,0.03252273285205521,0.6233333333333333,0.031334963785870085,0.7166666666666666,0.026013338110542628,0.5033333333333333,0.024417130368632124,1.1166666666666667,Link_Error_5_range10-flw0-rtt,L,L
4,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,0.10437783437063425,0.49223502595099883,0.08576620404514265,0.3047169208268088,0.08291451776867305,0.4051730485719106,0.061804712191068416,0.5725999281470804,0.03978570975091201,0.2645344697287681,0.028734188465527215,0.45205257485295813,0.026359813406469146,0.646267755160155,0.021705715160946416,0.6730560558921821,Link_Error_5_range10-flw1-rtt,L,L
5,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,0.12457067768164926,0.13770504070644968,0.09488579570274866,0.1847262741184081,0.0818648492734875,0.48700563176671224,0.0344912238569446,0.43326707929590264,0.027543284780897754,0.35937656964853937,0.024677399401006335,0.24518214564806892,0.01923856171362429,0.8833274562389333,0.014029286461741364,0.6482212891791411,Link_Error_5_range10-flw2-rtt,L,L
18,0.17104468617914687,0.12333333333333332,0.11151091921672832,0.31666666666666665,0.08676468731441993,0.1633333333333333,0.07420341307226717,0.35,0.058925922704465526,0.2033333333333333,0.04317379961805244,0.43,0.02638684797907269,0.5633333333333332,0.02476516411407249,0.83,0.018482270060782992,0.7166666666666666,0.016634155948845562,0.9699999999999999,Link_Error_7_range10-flw0-rtt,L,L
19,0.1934200995670174,0.05691370439483942,0.18739002622409254,0.016739324822011594,0.13993663906732307,0.13056673361169044,0.13869317348580862,0.2845685219741971,0.06391851343246069,0.3582215511910481,0.046005985799818454,0.619355018414429,0.037191535599326406,0.47204895998072693,0.014856256460420197,0.7465738870617171,0.014105769606625657,0.913967135281833,0.011398513372443622,0.5122233395535548,Link_Error_7_range10-flw1-rtt,L,L
20,0.43580848715486253,0.05039401061136603,0.034523227933757276,0.3057236643756206,0.0268033542904566,0.23853165022713255,0.02355549776495944,0.44682689408744547,0.012632737597286142,0.4871421025765383,0.010867957710537536,0.5274573110656311,0.009187398629392692,0.5677725195547239,0.007605649548982147,0.6618413393626071,0.00679738488886713,0.3863540813538062,0.0062115660149140665,0.7290333535110952,Link_Error_7_range10-flw2-rtt,L,U
15,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,0.06930456293856016,0.45666666666666667,0.04614779780460426,0.6099999999999999,0.045873708648272275,0.10333333333333332,0.030197291396355443,0.7633333333333332,0.025340388089782236,0.06333333333333332,0.020562708320917927,0.9166666666666665,0.016684894819466656,0.2033333333333333,0.014215109802533845,1.0633333333333332,Normal_1_range10-flw0-rtt,N,N
